multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad,imagen,patente_imagen,ratio
2003,0695DVH,1932-01-01,19:26,154.0,80,RUTA 9,R01,APELADA,70.0,,0634,0.3636
2005,810TCH,2021-08-18,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,22.0,,81ZF0,0.5455
2007,8B90638,1932-01-01,15:12,84.0,60,RUTA 9,R01,ERROR,21.0,,0634,0.5455
2008,W326AVE,2022-09-19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,30.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2009,3646HBH,2023-03-05,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,57.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2010,831MDB,2021-04-25,00:00,75.0,40,RUTA 9,R03,APELADA,33.0,,835MDBHOAT,0.625
2011,990XYK,2020-07-18,09:22,118.0,80,RUTA 9,R03,IMPAGA,34.0,,UTTTULBURH(UNL990+XWK,0.3704
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,44.0,,(SN12LO,0.4286
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,75.0,,AMSW167,0.7692
2017,M431ZW,2023-09-19,00:00,122.0,80,RUTA 9,R03,ERROR,38.0,,M431ZM],0.7692
2019,UM96201,2023-06-23,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2020,9999868,2023-12-16,19:27,89.0,40,AV LIBERTADOR,,ERROR,47.0,,2999961,0.7143
2021,AWS167,1932-01-01,19:27,51.0,40,AV SIEMPRE VIVA,R01,PAGADA,9.0,,AMSW167,0.7692
2022,810TCH,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,IMPAGA,18.0,,81ZF0,0.5455
2023,INTIGR8,1932-01-01,19:27,105.0,60,AV SIEMPRE VIVA,R02,ERROR,42.0,,CALFOIAINTIGR8,0.6667
2026,HK06YMX,1932-01-01,19:27,116.0,40,RUTA 9,,ERROR,74.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2029,6611172,1932-01-01,09:23,115.0,80,AV LIBERTADOR,,PAGADA,31.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
2032,GE1466,1932-01-01,00:00,106.0,80,AV LIBERTADOR,R03,ERROR,22.0,,6E1766,0.6667
2033,CBMUK,1932-01-01,15:13,85.0,60,AV LIBERTADOR,R01,PAGADA,22.0,,BM-351,0.3636
2036,3646HBH,2020-10-19,09:23,86.0,40,RUTA 9,R01,ERROR,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
2042,XIIUME,2022-09-11,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
2050,0695DVH,2023-07-05,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,53.0,,0634,0.3636
2052,409,2022-05-10,10:25,108.0,60,AV SIEMPRE VIVA,R01,ERROR,45.0,,"201526,409",0.4615
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,75.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,65.0,,[NK226GP,0.75
2061,41RSTZ,2022-06-10,10:25,44.0,40,RUTA 9,,ERROR,2.0,,41-RS-TZAETE,0.6667
2065,PIW4215,2020-07-31,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,22.0,,CEORCIAPIN42I5,0.4762
2074,GN64OTP,2020-05-13,19:29,95.0,80,RUTA 9,R02,ERROR,11.0,,OTPGN64,0.5714
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
2078,NHZ1002,2021-01-06,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,48.0,,(SN12LO,0.4286
2081,BM351,2023-01-22,00:00,96.0,60,AV LIBERTADOR,R03,APELADA,33.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
2082,VY90540,2022-06-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,1.0
2085,831MDB,2022-08-19,00:00,101.0,40,RUTA 9,,IMPAGA,59.0,,835MDBHOAT,0.625
2088,B81JKY,2020-07-02,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,23.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,RO}B81JKY,0.8
2091,41RSTZ,2021-03-01,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,1.0,,41-RS-TZAETE,0.6667
2093,CBMUK,2022-12-31,09:26,87.0,80,AV LIBERTADOR,R01,ERROR,3.0,,BM-351,0.3636
2100,GN64OTP,1932-01-01,15:16,51.0,40,RUTA 9,R01,ERROR,9.0,,OTPGN64,0.5714
2102,810TCH,2023-12-25,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,18.0,,81ZF0,0.5455
2107,BB8986,2021-09-29,10:27,91.0,80,RUTA 9,R02,APELADA,7.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2108,RFH373,2022-04-14,10:27,100.0,60,RUTA 9,R01,ERROR,37.0,,HNS79,0.3636
2109,AWS167,2022-11-16,00:00,73.0,40,AV LIBERTADOR,R03,IMPAGA,31.0,,AMSW167,0.7692
2110,WEFLYN,1932-01-01,09:27,116.0,60,AV LIBERTADOR,R01,IMPAGA,53.0,,ALIE'CALILOMAWEFLYNI,0.4615
2112,HK06YMX,1932-01-01,10:27,148.0,80,AV SIEMPRE VIVA,R03,APELADA,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2113,BP717,1932-01-01,09:27,92.0,40,RUTA 9,,ERROR,50.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP*717,0.9091
2114,CBMUK,2021-06-08,10:27,111.0,80,AV LIBERTADOR,,PAGADA,27.0,,BM-351,0.3636
2115,GLEN1E,1932-01-01,00:00,89.0,60,AV LIBERTADOR,R02,ERROR,26.0,,6E1766,0.3333
2118,FD1475,2022-01-27,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,76.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
2123,J1S1,2021-04-06,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,2.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,57.0,,'CELILOV6NCE831,0.6364
2130,831MDB,2021-09-20,00:00,90.0,60,RUTA 9,R01,ERROR,27.0,,835MDBHOAT,0.625
2135,409,2021-12-15,00:00,45.0,40,RUTA 9,R02,APELADA,3.0,,"201526,409",0.4615
2141,HK06YMX,2022-03-15,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,65.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2146,YLO8WUE,2023-12-25,00:00,113.0,40,AV LIBERTADOR,R03,IMPAGA,71.0,,WUE(LOB>,0.4
2147,6611172,2021-01-20,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,51.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
2149,INTIGR8,1932-01-01,19:31,72.0,60,AV SIEMPRE VIVA,R01,PAGADA,9.0,,CALFOIAINTIGR8,0.6667
2151,HAMSTUR,1932-01-01,10:30,134.0,80,RUTA 9,R02,APELADA,50.0,,JAYYOOMN[HAMSTUR,0.6087
2152,GN64OTP,1932-01-01,00:00,56.0,40,AV SIEMPRE VIVA,R01,ERROR,14.0,,OTPGN64,0.5714
2154,FD1475,2020-04-21,10:30,82.0,60,RUTA 9,R02,PAGADA,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
2156,AI7OVF,1932-01-01,09:28,113.0,80,AV LIBERTADOR,R02,ERROR,29.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
2157,RFH373,2020-11-24,19:31,115.0,80,AV SIEMPRE VIVA,R03,ERROR,31.0,,HNS79,0.3636
2160,PIW4215,2021-01-17,00:00,136.0,60,AV LIBERTADOR,R02,APELADA,73.0,,CEORCIAPIN42I5,0.4762
2161,VY90540,2021-05-15,10:30,95.0,40,AV LIBERTADOR,R01,ERROR,53.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,1.0
2167,WU341A,2020-12-12,19:32,103.0,40,AV LIBERTADOR,R02,ERROR,61.0,,HF3461,0.5
2170,BB8986,2023-05-07,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2174,INTIGR8,2022-07-12,09:30,104.0,40,RUTA 9,R03,ERROR,62.0,,CALFOIAINTIGR8,0.6667
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,72.0,,0634,0.5455
2180,BHRP770,2022-09-04,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,37.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,[BHRP:770|,0.8235
2181,UM96201,2021-06-07,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,74.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2182,990XYK,2021-04-17,19:33,123.0,80,RUTA 9,R01,IMPAGA,39.0,,UTTTULBURH(UNL990+XWK,0.3704
2185,GOOGLE,2022-05-18,10:31,144.0,80,AV LIBERTADOR,,ERROR,60.0,,ROIB87GLA,0.4
2186,M431ZW,2022-05-28,15:17,115.0,40,AV LIBERTADOR,,ERROR,73.0,,M431ZM],0.7692
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,45.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2192,589222,2024-01-11,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
2195,409,1932-01-01,19:34,99.0,80,RUTA 9,R01,PAGADA,15.0,,"201526,409",0.4615
2196,6NCE831,2021-03-10,00:00,88.0,40,AV SIEMPRE VIVA,R03,ERROR,46.0,,'CELILOV6NCE831,0.6364
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,74.0,,BTIAHV,0.7692
2198,81ZFJD,2021-12-17,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,59.0,,81ZF0,0.7273
2199,3646HBH,2020-03-26,10:31,145.0,80,AV LIBERTADOR,,PAGADA,61.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2201,0695DVH,2021-05-11,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,28.0,,0634,0.3636
2202,MX60NZA,2021-12-18,09:30,96.0,40,RUTA 9,R02,IMPAGA,54.0,,UM96201,0.4286
2203,M20CPR,1932-01-01,15:18,133.0,80,RUTA 9,,APELADA,49.0,,[Q2OCPR,0.6154
2205,6NCE831,2020-07-05,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,19.0,,'CELILOV6NCE831,0.6364
2206,M20CPR,1932-01-01,19:34,68.0,60,AV SIEMPRE VIVA,,ERROR,5.0,,[Q2OCPR,0.6154
2213,M431ZW,2023-02-08,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,24.0,,M431ZM],0.7692
2217,BP717,2023-07-12,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP*717,0.9091
2225,HF3461,1932-01-01,10:33,81.0,60,RUTA 9,R03,PAGADA,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2226,UM96201,2021-07-08,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2230,GOOGLE,2023-03-13,09:31,115.0,40,AV SIEMPRE VIVA,,PAGADA,73.0,,ROIB87GLA,0.4
2236,409,2023-05-22,19:36,81.0,60,RUTA 9,R02,IMPAGA,18.0,,"201526,409",0.4615
2237,MPX9357,2020-12-09,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,21.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2239,J1S1,1932-01-01,09:31,127.0,80,AV LIBERTADOR,R03,APELADA,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2241,HAMSTUR,2020-06-14,09:32,120.0,80,AV LIBERTADOR,,IMPAGA,36.0,,JAYYOOMN[HAMSTUR,0.6087
2243,9999868,2021-04-23,00:00,75.0,60,RUTA 9,R01,PAGADA,12.0,,2999961,0.7143
2244,RFH373,1932-01-01,19:36,44.0,40,AV SIEMPRE VIVA,,PAGADA,2.0,,HNS79,0.3636
2245,9999868,2022-09-28,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,49.0,,2999961,0.7143
2246,FVIOUHP,2022-02-23,00:00,110.0,60,AV SIEMPRE VIVA,,ERROR,47.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
2247,WU08YWC,2020-05-03,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,11.0,,0978CZY,0.4286
2248,BM351,2021-08-12,15:19,112.0,60,RUTA 9,R03,PAGADA,49.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
2250,INTIGR8,2021-01-23,10:34,117.0,40,AV SIEMPRE VIVA,R03,ERROR,75.0,,CALFOIAINTIGR8,0.6667
2255,6EVY261,2022-11-21,00:00,99.0,80,AV LIBERTADOR,R02,APELADA,15.0,,AO{AUIOIMMA6EVY261,0.56
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,63.0,,[NK226GP,0.75
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,"66,111,72",0.875
2263,6NCE831,2022-09-17,00:00,109.0,60,AV LIBERTADOR,R02,APELADA,46.0,,'CELILOV6NCE831,0.6364
2267,GLEN1E,2023-04-02,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,25.0,,6E1766,0.3333
2269,GE1466,1932-01-01,09:32,159.0,80,RUTA 9,R03,APELADA,75.0,,6E1766,0.6667
2270,HF58HXP,2022-08-16,19:37,101.0,80,AV SIEMPRE VIVA,,ERROR,17.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
2274,GE1466,2020-12-11,10:35,122.0,60,RUTA 9,R01,APELADA,59.0,,6E1766,0.6667
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,10.0,,'CELILOV6NCE831,0.6364
2278,MVU4688,2021-03-05,09:33,105.0,80,AV LIBERTADOR,,ERROR,21.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688],0.9333
2279,0695DVH,2020-10-02,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,58.0,,0634,0.3636
2281,FD1475,2020-07-06,09:33,67.0,40,AV SIEMPRE VIVA,R03,ERROR,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD-147,0.8333
2286,MPX9357,1932-01-01,09:34,66.0,40,RUTA 9,,IMPAGA,24.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2288,81ZFJD,1932-01-01,10:35,114.0,40,AV SIEMPRE VIVA,R02,IMPAGA,72.0,,81ZF0,0.7273
2289,BX55DOG,2021-12-17,10:35,91.0,60,AV LIBERTADOR,R03,ERROR,28.0,,8X5SDOG,0.7143
2296,3646HBH,1932-01-01,10:36,116.0,60,RUTA 9,R02,PAGADA,53.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2297,810TCH,2022-05-03,15:21,80.0,60,RUTA 9,,ERROR,17.0,,81ZF0,0.5455
2302,NTHGLFT,2022-04-08,00:00,105.0,40,AV LIBERTADOR,,PAGADA,63.0,,OCTUAOUNTHGLFTI,0.6364
2303,BX55DOG,2021-09-11,00:00,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,72.0,,8X5SDOG,0.7143
2305,589222,2020-12-15,15:22,134.0,60,AV LIBERTADOR,,APELADA,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
2308,MX60NZA,2020-02-19,00:00,53.0,40,AV LIBERTADOR,R01,APELADA,11.0,,UM96201,0.4286
2309,INTIGR8,2022-02-18,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,29.0,,CALFOIAINTIGR8,0.6667
2310,M431ZW,2022-02-25,00:00,89.0,80,AV LIBERTADOR,R01,ERROR,5.0,,M431ZM],0.7692
2311,BP717,1932-01-01,15:22,132.0,60,AV SIEMPRE VIVA,R03,APELADA,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP*717,0.9091
2314,81ZFJD,2021-03-23,15:23,106.0,60,AV LIBERTADOR,R03,ERROR,43.0,,81ZF0,0.7273
2317,WEFLYN,2024-02-04,19:38,126.0,80,RUTA 9,,ERROR,42.0,,ALIE'CALILOMAWEFLYNI,0.4615
2319,DI2LOT,1932-01-01,10:36,47.0,40,AV LIBERTADOR,,IMPAGA,5.0,,(SN12LO,0.4615
2320,GE1466,1932-01-01,19:38,84.0,60,AV LIBERTADOR,R02,PAGADA,21.0,,6E1766,0.6667
2323,TL03GOG,2022-09-03,19:38,126.0,80,RUTA 9,,IMPAGA,42.0,,7L03GOG771796O/J505841,0.4138
2325,WU08YWC,2023-06-28,09:36,103.0,40,RUTA 9,R01,PAGADA,61.0,,0978CZY,0.4286
2327,PIW4215,2022-10-10,15:23,142.0,80,AV SIEMPRE VIVA,R01,ERROR,58.0,,CEORCIAPIN42I5,0.4762
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,8.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM-351,0.9091
2334,MX60NZA,2023-10-12,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,46.0,,UM96201,0.4286
2336,NHZ1002,2023-06-18,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,28.0,,(SN12LO,0.4286
2338,AWS167,2022-06-03,00:00,92.0,60,AV LIBERTADOR,,IMPAGA,29.0,,AMSW167,0.7692
2342,5777770,1932-01-01,10:37,126.0,80,AV LIBERTADOR,R03,IMPAGA,42.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,57777.70,0.9333
2344,8B90638,1932-01-01,09:37,140.0,60,RUTA 9,R03,IMPAGA,77.0,,0634,0.5455
2345,81ZFJD,2022-08-13,19:39,69.0,40,AV SIEMPRE VIVA,,ERROR,27.0,,81ZF0,0.7273
2346,TL03GOG,2021-03-21,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,36.0,,7L03GOG771796O/J505841,0.4138
2347,5777770,2022-11-04,00:00,129.0,60,RUTA 9,R03,PAGADA,66.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,57777.70,0.9333
2348,M20CPR,1932-01-01,15:24,125.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,,[Q2OCPR,0.6154
2349,RFH373,1932-01-01,09:37,130.0,60,RUTA 9,,ERROR,67.0,,HNS79,0.3636
2350,FVIOUHP,2021-12-25,00:00,50.0,40,AV SIEMPRE VIVA,R01,APELADA,8.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
2351,BX55DOG,1932-01-01,15:24,74.0,40,AV LIBERTADOR,R02,IMPAGA,32.0,,8X5SDOG,0.7143
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,72.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2360,WU08YWC,2023-07-30,15:24,68.0,60,AV SIEMPRE VIVA,R02,ERROR,5.0,,0978CZY,0.4286
2364,TL03GOG,2022-03-30,00:00,133.0,60,AV LIBERTADOR,R02,APELADA,70.0,,7L03GOG771796O/J505841,0.4138
2365,T0YDR,2022-01-29,00:00,121.0,60,AV SIEMPRE VIVA,R03,PAGADA,58.0,,QVOIOITBYDROON,0.4211
2368,GE1466,2021-10-16,00:00,91.0,40,AV LIBERTADOR,,APELADA,49.0,,6E1766,0.6667
2369,691XC80,2023-04-22,19:40,107.0,60,AV SIEMPRE VIVA,R01,ERROR,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2370,RFH373,2022-05-30,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,14.0,,HNS79,0.3636
2371,GN64OTP,2022-11-05,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,9.0,,OTPGN64,0.5714
2372,MPX9357,2024-01-02,15:25,128.0,80,RUTA 9,,PAGADA,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2374,W326AVE,2021-11-23,09:37,80.0,40,RUTA 9,R03,ERROR,38.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2375,DI2LOT,1932-01-01,19:41,80.0,40,AV LIBERTADOR,,PAGADA,38.0,,(SN12LO,0.4615
2377,BHRP770,2020-07-28,19:41,148.0,80,AV SIEMPRE VIVA,,PAGADA,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,[BHRP:770|,0.8235
2378,RFH373,1932-01-01,00:00,148.0,80,RUTA 9,R02,APELADA,64.0,,HNS79,0.3636
2381,INTIGR8,2020-06-30,10:38,97.0,40,RUTA 9,R03,PAGADA,55.0,,CALFOIAINTIGR8,0.6667
2382,BP717,1932-01-01,00:00,112.0,40,AV SIEMPRE VIVA,R01,APELADA,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP*717,0.9091
2383,691XC80,2023-05-19,00:00,67.0,60,AV LIBERTADOR,R01,APELADA,4.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2384,3646HBH,1932-01-01,00:00,68.0,40,AV LIBERTADOR,R01,IMPAGA,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2385,GE1466,2023-10-07,10:38,89.0,80,AV SIEMPRE VIVA,,ERROR,5.0,,6E1766,0.6667
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,77.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
2393,BHRP770,2020-12-08,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,[BHRP:770|,0.8235
2394,MVU4688,2020-06-21,19:42,68.0,60,AV LIBERTADOR,R03,ERROR,5.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688],0.9333
2395,XIIUME,2020-06-09,15:25,117.0,60,RUTA 9,R02,ERROR,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2396,M431ZW,2021-11-29,19:42,157.0,80,AV SIEMPRE VIVA,R01,ERROR,73.0,,M431ZM],0.7692
2397,M431ZW,2023-05-02,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,34.0,,M431ZM],0.7692
2400,CD05601,2023-05-16,15:26,80.0,60,RUTA 9,R01,ERROR,17.0,,PCJ5661,0.5714
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,62.0,,0978CZY,0.4286
2403,AWS167,2020-11-22,19:43,78.0,40,RUTA 9,R01,PAGADA,36.0,,AMSW167,0.7692
2414,NHZ1002,2023-01-27,09:38,81.0,40,AV SIEMPRE VIVA,,IMPAGA,39.0,,(SN12LO,0.4286
2419,HK06YMX,2022-02-17,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2423,DK414N,2022-03-30,00:00,123.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,,414'N01.8,0.5333
2425,WU08YWC,2023-11-26,09:39,117.0,40,RUTA 9,R02,IMPAGA,75.0,,0978CZY,0.4286
2428,WEFLYN,1932-01-01,10:40,98.0,40,AV LIBERTADOR,R02,PAGADA,56.0,,ALIE'CALILOMAWEFLYNI,0.4615
